index,message,true_label,stages_used,confidences,final_prediction,final_stage,cost,latency_ms
714,if e timing can then i go w u lor,0,[1],{'stage1': 0.013659175318448768},0,1,0.0,5.74946403503418
715,you ve won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,1,[1],{'stage1': 0.7437330457836777},1,1,0.0,10.710000991821289
716,ugh my leg hurts musta overdid it on mon,0,"[1, 2]","{'stage1': 0.029583924227410133, 'stage2': 0.11520505859950227}",0,2,0.0,5.248546600341797
717,win a 200 shopping spree every week starting now 2 play text store to 88039 skilgme tscs08714740323 1winawk age16 1 50perweeksub,1,[1],{'stage1': 0.61266342396467},1,1,0.0,0.0
718,ma head dey swell oh thanks for making my day,0,"[1, 2]","{'stage1': 0.04148332205276663, 'stage2': 0.18697651142613372, 'stage2_fallback': True}",0,2,0.0,15.878438949584961
719,freemsg fav xmas tones reply real,1,[1],{'stage1': 0.3880006566030023},1,1,0.0,0.0
720,st andre virgil s cream,0,"[1, 2]","{'stage1': 0.069856540804044, 'stage2': 0.19409183215320097, 'stage2_fallback': True}",0,2,0.0,22.87888526916504
721,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,1,[1],{'stage1': 0.8212343462028319},1,1,0.0,8.74185562133789
722,that s one of the issues but california is okay no snow so its manageable,0,[1],{'stage1': 0.021423149792177788},0,1,0.0,8.983135223388672
723,what are you doing in langport sorry but i ll probably be in bed by 9pm it sucks being ill at xmas when do you and go2sri lanka,0,[1],{'stage1': 0.011202101253321424},0,1,0.0,5.748510360717773
724,ok,0,[1],{'stage1': 0.014554591148566515},0,1,0.0,4.136562347412109
725,in the end she might still vomit but its okay not everything will come out,0,[1],{'stage1': 0.02029679897171567},0,1,0.0,11.680126190185547
726,probably want to pick up more,0,"[1, 2]","{'stage1': 0.04604111860975902, 'stage2': 0.20832635877395347, 'stage2_fallback': True}",0,2,0.0,0.0
727,eh u send wrongly lar,0,"[1, 2]","{'stage1': 0.08548331902290686, 'stage2': 0.19797807668185768, 'stage2_fallback': True}",0,2,0.0,22.676706314086914
728,we got a divorce lol she s here,0,[1],{'stage1': 0.015018420044770305},0,1,0.0,7.48896598815918
729,t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on 0845 021 3680 offer ends 28thfeb t c s apply,1,[1],{'stage1': 0.8462560800326012},1,1,0.0,5.487203598022461
730,call from 08702490080 tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile personal details the prompts careful,1,[1],{'stage1': 0.8690345822799518},1,1,0.0,0.0
731,if you were are free i can give otherwise nalla adi entey nattil kittum,0,"[1, 2]","{'stage1': 0.07412966596617583, 'stage2': 0.26629837721703065, 'stage2_fallback': True}",0,2,0.0,11.99793815612793
732,quite lor but dun tell him wait he get complacent,0,[1],{'stage1': 0.01798666990040875},0,1,0.0,15.993356704711914
733,no no i will check all rooms befor activities,0,"[1, 2]","{'stage1': 0.0455792247236111, 'stage2': 0.15129614058573432, 'stage2_fallback': True}",0,2,0.0,0.0
734,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,0,"[1, 2]","{'stage1': 0.03274848655947436, 'stage2': 0.2315796884361209, 'stage2_fallback': True}",0,2,0.0,15.885591506958008
735,hmm shall i bring a bottle of wine to keep us amused just joking i ll still bring a bottle red or white see you tomorrow,0,"[1, 2]","{'stage1': 0.042941458443897726, 'stage2': 0.1413423379782667}",0,2,0.0,13.474464416503906
736,good morning princess how are you,0,[1],{'stage1': 0.01629401234352569},0,1,0.0,2.005338668823242
737,you have 1 new message please call 08715205273,1,[1],{'stage1': 0.7585837292397711},1,1,0.0,15.934228897094727
738,645,0,"[1, 2]","{'stage1': 0.06329603294497951, 'stage2': 0.4319269754256712, 'stage2_fallback': True}",0,2,0.0,9.291887283325195
739,was really good to see you the other day dudette been missing you,0,"[1, 2]","{'stage1': 0.04193340717242766, 'stage2': 0.10276476545231046}",0,2,0.0,6.498813629150391
740,i dunno lei like dun haf,0,"[1, 2]","{'stage1': 0.03282066799653444, 'stage2': 0.17489297838889342, 'stage2_fallback': True}",0,2,0.0,0.0
741,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094454 from land line claim 3030 valid 12hrs only,1,[1],{'stage1': 0.8488944696491518},1,1,0.0,21.946191787719727
742,poyyarikatur kolathupalayam unjalur post erode dis lt gt,0,[1],{'stage1': 0.016505987579129404},0,1,0.0,8.124351501464844
743,actually fuck that just do whatever do find an excuse to be in tampa at some point before january though,0,"[1, 2]","{'stage1': 0.037412028417077164, 'stage2': 0.20262998932076215, 'stage2_fallback': True}",0,2,0.0,1.7418861389160156
744,i think if he rule tamilnadu then its very tough for our people,0,"[1, 2]","{'stage1': 0.034291990291568895, 'stage2': 0.141566591450889}",0,2,0.0,16.68834686279297
745,sometimes we put walls around our hearts not just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon,0,"[1, 2]","{'stage1': 0.2585483553404018, 'stage2': 0.16969937035959112, 'stage2_fallback': True}",0,2,0.0,0.0
746,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,0,[1],{'stage1': 0.024629569883810553},0,1,0.0,17.002344131469727
747,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optout n9dx,1,[1],{'stage1': 0.6928060560098377},1,1,0.0,8.841514587402344
748,long time you remember me today,0,[1],{'stage1': 0.02283260994227926},0,1,0.0,5.008935928344727
749,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates pobox 36504 w45wq norm150p tone 16,1,[1],{'stage1': 0.7972210802965178},1,1,0.0,0.0
750,it to 80488 your 500 free text messages are valid until 31 december 2005,1,[1],{'stage1': 0.5695982299217034},1,1,0.0,15.719413757324219
751,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,1,[1],{'stage1': 0.6598664838282279},1,1,0.0,0.0
752,1000 s of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911 1 50p m,1,[1],{'stage1': 0.3571878228158542},1,1,0.0,20.972013473510742
753,no sir that s why i had an 8 hr trip on the bus last week have another audition next wednesday but i think i might drive this time,0,"[1, 2]","{'stage1': 0.04318474042000345, 'stage2': 0.16493518584171046, 'stage2_fallback': True}",0,2,0.0,2.0024776458740234
754,no da i am happy that we sit together na,0,[1],{'stage1': 0.015132098229804436},0,1,0.0,8.797645568847656
755,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,0,"[1, 2]","{'stage1': 0.037538069431161884, 'stage2': 0.1263789647220794}",0,2,0.0,16.123533248901367
756,no its not specialisation can work but its slave labor will look for it this month sha cos no shakara 4 beggar,0,[1],{'stage1': 0.024003169781137968},0,1,0.0,6.597042083740234
757,cancel cheyyamo and get some money back,0,"[1, 2]","{'stage1': 0.06514199757709264, 'stage2': 0.30204432539594567, 'stage2_fallback': True}",0,2,0.0,9.485721588134766
758,i m nt goin got somethin on unless they meetin 4 dinner lor haha i wonder who will go tis time,0,"[1, 2]","{'stage1': 0.0390868007486204, 'stage2': 0.16811620372528158, 'stage2_fallback': True}",0,2,0.0,13.208866119384766
759,congratulations thanks to a good friend u have won the 2 000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute bt national rate,1,[1],{'stage1': 0.795352009349192},1,1,0.0,2.004861831665039
760,me fine absolutly fine,0,[1],{'stage1': 0.021283653812840447},0,1,0.0,0.0
761,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,0,[1],{'stage1': 0.023038186005051958},0,1,0.0,15.737533569335938
762,from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9061100010 c wire3 net 1st4terms pobox84 m26 3uz cost 1 50 min mobcudb more,1,[1],{'stage1': 0.7402811531560072},1,1,0.0,16.094207763671875
763,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello it s d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moral one can 4get d name of a person,0,"[1, 2]","{'stage1': 0.0630423112460278, 'stage2': 0.2270916816825445, 'stage2_fallback': True}",0,2,0.0,0.0
764,the battery is for mr adewale my uncle aka egbon,0,"[1, 2]","{'stage1': 0.06269776475501113, 'stage2': 0.2259742951334951, 'stage2_fallback': True}",0,2,0.0,19.83022689819336
765,well its not like you actually called someone a punto that woulda been worse,0,[1],{'stage1': 0.02718782561900553},0,1,0.0,4.006862640380859
766,you d like that wouldn t you jerk,0,[1],{'stage1': 0.02648165257250986},0,1,0.0,8.053302764892578
767,k k then watch some films,0,[1],{'stage1': 0.024592783370719646},0,1,0.0,12.000083923339844
768,i want snow it s just freezing and windy,0,"[1, 2]","{'stage1': 0.03891277534105794, 'stage2': 0.19623728416647956, 'stage2_fallback': True}",0,2,0.0,4.417896270751953
769,hello as per request from lt gt rs 5 has been transfered to you,0,"[1, 2]","{'stage1': 0.16700159048130067, 'stage2': 0.2895670797806444, 'stage2_fallback': True}",0,2,0.0,13.704538345336914
770,i luv u soo much u don t understand how special u r 2 me ring u 2morrow luv u xxx,0,"[1, 2]","{'stage1': 0.0522610878823446, 'stage2': 0.2577744245755255, 'stage2_fallback': True}",0,2,0.0,7.753610610961914
771,is that on the telly no its brdget jones,0,"[1, 2]","{'stage1': 0.02977430197856848, 'stage2': 0.18644434099024998, 'stage2_fallback': True}",0,2,0.0,11.76905632019043
772,msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least 4 a moment gd nt swt drms shesil,0,[1],{'stage1': 0.026406425681719692},0,1,0.0,4.006385803222656
773,i think you should go the honesty road call the bank tomorrow its the tough decisions that make us great people,0,"[1, 2]","{'stage1': 0.05001127023988475, 'stage2': 0.27492478334102965, 'stage2_fallback': True}",0,2,0.0,13.450384140014648
774,babe i m back come back to me,0,"[1, 2]","{'stage1': 0.0417183218572276, 'stage2': 0.19059524525600247, 'stage2_fallback': True}",0,2,0.0,9.661197662353516
775,hmmm how many players selected,0,"[1, 2]","{'stage1': 0.047817560104519666, 'stage2': 0.41395276224677463, 'stage2_fallback': True}",0,2,0.0,9.632587432861328
776,how s it going got any exciting karaoke type activities planned i m debating whether to play football this eve feeling lazy though,0,"[1, 2]","{'stage1': 0.04658180509216206, 'stage2': 0.3140681791166655, 'stage2_fallback': True}",0,2,0.0,9.913921356201172
777,k k congratulation,0,"[1, 2]","{'stage1': 0.06329603294497951, 'stage2': 0.29838830447075243, 'stage2_fallback': True}",0,2,0.0,5.749940872192383
778,think i could stop by in like an hour or so my roommate s looking to stock up for a trip,0,"[1, 2]","{'stage1': 0.11181758737916357, 'stage2': 0.18177582202668746, 'stage2_fallback': True}",0,2,0.0,13.796091079711914
779,mobile club choose any of the top quality items for your mobile 7cfca1a,1,[1],{'stage1': 0.6380115588904212},1,1,0.0,8.237600326538086
780,huh but i cant go 2 ur house empty handed right,0,"[1, 2]","{'stage1': 0.03613368170762854, 'stage2': 0.13220143190158756}",0,2,0.0,9.557008743286133
781,i wont touch you with out your permission,0,"[1, 2]","{'stage1': 0.13913336733176876, 'stage2': 0.20692974908043357, 'stage2_fallback': True}",0,2,0.0,10.181665420532227
782,you stayin out of trouble stranger saw dave the other day he s sorted now still with me bloke when u gona get a girl mr ur mum still thinks we will get 2getha,0,"[1, 2]","{'stage1': 0.0486368448830928, 'stage2': 0.22880412797126662, 'stage2_fallback': True}",0,2,0.0,10.57577133178711
783,actually i m waiting for 2 weeks when they start putting ad,0,"[1, 2]","{'stage1': 0.12097458729305874, 'stage2': 0.3210526617094766, 'stage2_fallback': True}",0,2,0.0,9.060382843017578
784,it s a taxt massage tie pos argh ok lool,0,[1],{'stage1': 0.008923878257794799},0,1,0.0,7.717132568359375
785,cause i m not freaky lol,0,[1],{'stage1': 0.028356582131022073},0,1,0.0,8.92186164855957
786,k all the best congrats,0,"[1, 2]","{'stage1': 0.09040614282977988, 'stage2': 0.1563512648390171, 'stage2_fallback': True}",0,2,0.0,9.805917739868164
787,although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u thanx 4 everything dat u ve done today i m touched,0,[1],{'stage1': 0.021823895026211498},0,1,0.0,7.119894027709961
788,why don t you wait til at least wednesday to see if you get your,0,"[1, 2]","{'stage1': 0.05460973248394018, 'stage2': 0.2593919706183124, 'stage2_fallback': True}",0,2,0.0,10.879039764404297
789,spjanuary male sale hot gay chat now cheaper call 08709222922 national rate from 1 5p min cheap to 7 8p min peak to stop texts call 08712460324 10p min,1,[1],{'stage1': 0.8911070871507943},1,1,0.0,5.748748779296875
790,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow,0,[1],{'stage1': 0.014860648971180822},0,1,0.0,9.09566879272461
791,are you coming to day for class,0,"[1, 2]","{'stage1': 0.07769259343639914, 'stage2': 0.12120360585032743}",0,2,0.0,7.229804992675781
792,nope since ayo travelled he has forgotten his guy,0,"[1, 2]","{'stage1': 0.03710918080498098, 'stage2': 0.11226801162850689}",0,2,0.0,11.678695678710938
793,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094565,1,[1],{'stage1': 0.630871498818729},1,1,0.0,7.9193115234375
794,hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena,0,"[1, 2]","{'stage1': 0.035969649018429084, 'stage2': 0.1440008489289315}",0,2,0.0,9.55820083618164
795,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose,0,"[1, 2]","{'stage1': 0.19352179732764624, 'stage2': 0.189082491580277, 'stage2_fallback': True}",0,2,0.0,9.829521179199219
796,its ok come to my home it vl nice to meet and v can chat,0,[1],{'stage1': 0.025980576966571994},0,1,0.0,7.489442825317383
797,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,0,"[1, 2]","{'stage1': 0.05088146945109504, 'stage2': 0.14078637916152206}",0,2,0.0,9.964704513549805
